line_no,terminal_no,day,day_of_the_week,second_month,second_day,next_station_no,time_used_to_next_station,reserved_field_1 ,reserved_field_2 ,reserved_field_3 ,reserved_field_4 ,reserved_field_5 ,reserved_field_6 ,reserved_field_7 ,reserved_field_8 ,reserved_field_9 
5,912300,30,1,2561449.0,55849.0,13,91.0,210.0,none,none,none,none,none,none,none,none
5,912300,30,1,2561540.0,55940.0,14,0,91.0,none,none,none,none,none,none,none,none
5,912300,30,1,2566804.0,61204.0,12,140.0,0,none,none,none,none,none,none,none,none
5,912300,30,1,2566944.0,61344.0,13,80.0,140.0,none,none,none,none,none,none,none,none
5,912300,30,1,2567024.0,61424.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912300,30,1,2576391.0,70791.0,2,170.0,0,none,none,none,none,none,none,none,none
5,912300,30,1,2576561.0,70961.0,3,50.0,170.0,none,none,none,none,none,none,none,none
5,912300,30,1,2576611.0,71011.0,4,171.0,50.0,none,none,none,none,none,none,none,none
5,912300,30,1,2576782.0,71182.0,5,80.0,171.0,none,none,none,none,none,none,none,none
5,912300,30,1,2576862.0,71262.0,6,140.0,80.0,none,none,none,none,none,none,none,none
5,912300,30,1,2577002.0,71402.0,7,120.0,140.0,none,none,none,none,none,none,none,none
5,912300,30,1,2577122.0,71522.0,8,70.0,120.0,none,none,none,none,none,none,none,none
5,912300,30,1,2577192.0,71592.0,9,100.0,70.0,none,none,none,none,none,none,none,none
5,912300,30,1,2577292.0,71692.0,10,50.0,100.0,none,none,none,none,none,none,none,none
5,912300,30,1,2577342.0,71742.0,11,150.0,50.0,none,none,none,none,none,none,none,none
5,912300,30,1,2577492.0,71892.0,12,0,150.0,none,none,none,none,none,none,none,none
5,912300,30,1,2581200.0,75600.0,14,0,0,none,none,none,none,none,none,none,none
5,912300,30,1,2584072.0,78472.0,2,150.0,0,none,none,none,none,none,none,none,none
5,912300,30,1,2584222.0,78622.0,3,60.0,150.0,none,none,none,none,none,none,none,none
5,912300,30,1,2584282.0,78682.0,4,160.0,60.0,none,none,none,none,none,none,none,none
5,912300,30,1,2584442.0,78842.0,5,70.0,160.0,none,none,none,none,none,none,none,none
5,912300,30,1,2584512.0,78912.0,6,70.0,70.0,none,none,none,none,none,none,none,none
5,912300,30,1,2584582.0,78982.0,7,110.0,70.0,none,none,none,none,none,none,none,none
5,912300,30,1,2584692.0,79092.0,8,80.0,110.0,none,none,none,none,none,none,none,none
5,912300,30,1,2584772.0,79172.0,9,0,80.0,none,none,none,none,none,none,none,none
5,912300,31,2,2617627.0,25627.0,3,30.0,0,none,none,none,none,none,none,none,none
5,912300,31,2,2617657.0,25657.0,4,171.0,30.0,none,none,none,none,none,none,none,none
5,912300,31,2,2617828.0,25828.0,5,0,171.0,none,none,none,none,none,none,none,none
5,912300,31,2,2618188.0,26188.0,7,150.0,0,none,none,none,none,none,none,none,none
5,912300,31,2,2618338.0,26338.0,8,70.0,150.0,none,none,none,none,none,none,none,none
5,912300,31,2,2618408.0,26408.0,9,100.0,70.0,none,none,none,none,none,none,none,none
5,912300,31,2,2618508.0,26508.0,10,60.0,100.0,none,none,none,none,none,none,none,none
5,912300,31,2,2618568.0,26568.0,11,180.0,60.0,none,none,none,none,none,none,none,none
5,912300,31,2,2618748.0,26748.0,12,171.0,180.0,none,none,none,none,none,none,none,none
5,912300,31,2,2618919.0,26919.0,13,90.0,171.0,none,none,none,none,none,none,none,none
5,912300,31,2,2619009.0,27009.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912300,31,2,2624401.0,32401.0,7,10.0,0,none,none,none,none,none,none,none,none
5,912300,31,2,2624411.0,32411.0,8,70.0,10.0,none,none,none,none,none,none,none,none
5,912300,31,2,2624481.0,32481.0,9,190.0,70.0,none,none,none,none,none,none,none,none
5,912300,31,2,2624671.0,32671.0,10,90.0,190.0,none,none,none,none,none,none,none,none
5,912300,31,2,2624761.0,32761.0,11,270.0,90.0,none,none,none,none,none,none,none,none
5,912300,31,2,2625031.0,33031.0,12,250.0,270.0,none,none,none,none,none,none,none,none
5,912300,31,2,2625281.0,33281.0,13,120.0,250.0,none,none,none,none,none,none,none,none
5,912300,31,2,2625401.0,33401.0,14,0,120.0,none,none,none,none,none,none,none,none
5,912300,31,2,2642205.0,50205.0,2,170.0,0,none,none,none,none,none,none,none,none
5,912300,31,2,2642375.0,50375.0,3,0,170.0,none,none,none,none,none,none,none,none
5,912300,31,2,2647608.0,55608.0,2,90.0,0,none,none,none,none,none,none,none,none
5,912300,31,2,2647698.0,55698.0,3,110.0,90.0,none,none,none,none,none,none,none,none
5,912300,31,2,2647808.0,55808.0,4,140.0,110.0,none,none,none,none,none,none,none,none
5,912300,31,2,2647948.0,55948.0,5,110.0,140.0,none,none,none,none,none,none,none,none
5,912300,31,2,2648058.0,56058.0,6,200.0,110.0,none,none,none,none,none,none,none,none
5,912300,31,2,2648258.0,56258.0,7,160.0,200.0,none,none,none,none,none,none,none,none
5,912300,31,2,2648418.0,56418.0,8,130.0,160.0,none,none,none,none,none,none,none,none
5,912300,31,2,2648548.0,56548.0,9,200.0,130.0,none,none,none,none,none,none,none,none
5,912300,31,2,2648748.0,56748.0,10,70.0,200.0,none,none,none,none,none,none,none,none
5,912300,31,2,2648818.0,56818.0,11,270.0,70.0,none,none,none,none,none,none,none,none
5,912300,31,2,2649088.0,57088.0,12,180.0,270.0,none,none,none,none,none,none,none,none
5,912300,31,2,2649268.0,57268.0,13,80.0,180.0,none,none,none,none,none,none,none,none
5,912300,31,2,2649348.0,57348.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912300,31,2,2653202.0,61202.0,2,50.0,0,none,none,none,none,none,none,none,none
5,912300,31,2,2653252.0,61252.0,3,101.0,50.0,none,none,none,none,none,none,none,none
5,912300,31,2,2653353.0,61353.0,4,180.0,101.0,none,none,none,none,none,none,none,none
5,912300,31,2,2653533.0,61533.0,5,120.0,180.0,none,none,none,none,none,none,none,none
5,912300,31,2,2653653.0,61653.0,6,190.0,120.0,none,none,none,none,none,none,none,none
5,912300,31,2,2653843.0,61843.0,7,161.0,190.0,none,none,none,none,none,none,none,none
5,912300,31,2,2654004.0,62004.0,8,131.0,161.0,none,none,none,none,none,none,none,none
5,912300,31,2,2654135.0,62135.0,9,180.0,131.0,none,none,none,none,none,none,none,none
5,912300,31,2,2654315.0,62315.0,10,50.0,180.0,none,none,none,none,none,none,none,none
5,912300,31,2,2654365.0,62365.0,11,321.0,50.0,none,none,none,none,none,none,none,none
5,912300,31,2,2654686.0,62686.0,12,271.0,321.0,none,none,none,none,none,none,none,none
5,912300,31,2,2654957.0,62957.0,13,80.0,271.0,none,none,none,none,none,none,none,none
5,912300,31,2,2655037.0,63037.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912301,20,5,1670029.0,28429.0,3,110.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1670139.0,28539.0,4,90.0,110.0,none,none,none,none,none,none,none,none
5,912301,20,5,1670229.0,28629.0,5,0,90.0,none,none,none,none,none,none,none,none
5,912301,20,5,1670460.0,28860.0,7,140.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1670600.0,29000.0,8,70.0,140.0,none,none,none,none,none,none,none,none
5,912301,20,5,1670670.0,29070.0,9,171.0,70.0,none,none,none,none,none,none,none,none
5,912301,20,5,1670841.0,29241.0,10,60.0,171.0,none,none,none,none,none,none,none,none
5,912301,20,5,1670901.0,29301.0,11,201.0,60.0,none,none,none,none,none,none,none,none
5,912301,20,5,1671102.0,29502.0,12,240.0,201.0,none,none,none,none,none,none,none,none
5,912301,20,5,1671342.0,29742.0,13,91.0,240.0,none,none,none,none,none,none,none,none
5,912301,20,5,1671433.0,29833.0,14,0,91.0,none,none,none,none,none,none,none,none
5,912301,20,5,1675656.0,34056.0,2,140.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1675796.0,34196.0,3,100.0,140.0,none,none,none,none,none,none,none,none
5,912301,20,5,1675896.0,34296.0,4,201.0,100.0,none,none,none,none,none,none,none,none
5,912301,20,5,1676097.0,34497.0,5,0,201.0,none,none,none,none,none,none,none,none
5,912301,20,5,1676328.0,34728.0,7,130.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1676458.0,34858.0,8,110.0,130.0,none,none,none,none,none,none,none,none
5,912301,20,5,1676568.0,34968.0,9,150.0,110.0,none,none,none,none,none,none,none,none
5,912301,20,5,1676718.0,35118.0,10,50.0,150.0,none,none,none,none,none,none,none,none
5,912301,20,5,1676768.0,35168.0,11,190.0,50.0,none,none,none,none,none,none,none,none
5,912301,20,5,1676958.0,35358.0,12,240.0,190.0,none,none,none,none,none,none,none,none
5,912301,20,5,1677198.0,35598.0,13,120.0,240.0,none,none,none,none,none,none,none,none
5,912301,20,5,1677318.0,35718.0,14,0,120.0,none,none,none,none,none,none,none,none
5,912301,20,5,1680641.0,39041.0,2,120.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1680761.0,39161.0,3,50.0,120.0,none,none,none,none,none,none,none,none
5,912301,20,5,1680811.0,39211.0,4,180.0,50.0,none,none,none,none,none,none,none,none
5,912301,20,5,1680991.0,39391.0,5,0,180.0,none,none,none,none,none,none,none,none
5,912301,20,5,1681231.0,39631.0,7,190.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1681421.0,39821.0,8,91.0,190.0,none,none,none,none,none,none,none,none
5,912301,20,5,1681512.0,39912.0,9,159.0,91.0,none,none,none,none,none,none,none,none
5,912301,20,5,1681671.0,40071.0,10,70.0,159.0,none,none,none,none,none,none,none,none
5,912301,20,5,1681741.0,40141.0,11,170.0,70.0,none,none,none,none,none,none,none,none
5,912301,20,5,1681911.0,40311.0,12,230.0,170.0,none,none,none,none,none,none,none,none
5,912301,20,5,1682141.0,40541.0,13,90.0,230.0,none,none,none,none,none,none,none,none
5,912301,20,5,1682231.0,40631.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912301,20,5,1689983.0,48383.0,3,80.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1690063.0,48463.0,4,101.0,80.0,none,none,none,none,none,none,none,none
5,912301,20,5,1690164.0,48564.0,5,70.0,101.0,none,none,none,none,none,none,none,none
5,912301,20,5,1690234.0,48634.0,6,180.0,70.0,none,none,none,none,none,none,none,none
5,912301,20,5,1690414.0,48814.0,7,131.0,180.0,none,none,none,none,none,none,none,none
5,912301,20,5,1690545.0,48945.0,8,30.0,131.0,none,none,none,none,none,none,none,none
5,912301,20,5,1690575.0,48975.0,9,80.0,30.0,none,none,none,none,none,none,none,none
5,912301,20,5,1690655.0,49055.0,10,50.0,80.0,none,none,none,none,none,none,none,none
5,912301,20,5,1690705.0,49105.0,11,209.0,50.0,none,none,none,none,none,none,none,none
5,912301,20,5,1690914.0,49314.0,12,151.0,209.0,none,none,none,none,none,none,none,none
5,912301,20,5,1691065.0,49465.0,13,60.0,151.0,none,none,none,none,none,none,none,none
5,912301,20,5,1691125.0,49525.0,14,0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,26875.0,26875.0,3,91.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,26966.0,26966.0,4,100.0,91.0,none,none,none,none,none,none,none,none
5,912302,1,7,27066.0,27066.0,5,0,100.0,none,none,none,none,none,none,none,none
5,912302,1,7,27217.0,27217.0,7,100.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,27317.0,27317.0,8,60.0,100.0,none,none,none,none,none,none,none,none
5,912302,1,7,27377.0,27377.0,9,121.0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,27498.0,27498.0,10,60.0,121.0,none,none,none,none,none,none,none,none
5,912302,1,7,27558.0,27558.0,11,160.0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,27718.0,27718.0,12,191.0,160.0,none,none,none,none,none,none,none,none
5,912302,1,7,27909.0,27909.0,13,80.0,191.0,none,none,none,none,none,none,none,none
5,912302,1,7,27989.0,27989.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,32424.0,32424.0,2,210.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,32634.0,32634.0,3,50.0,210.0,none,none,none,none,none,none,none,none
5,912302,1,7,32684.0,32684.0,4,140.0,50.0,none,none,none,none,none,none,none,none
5,912302,1,7,32824.0,32824.0,5,0,140.0,none,none,none,none,none,none,none,none
5,912302,1,7,32974.0,32974.0,7,140.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,33114.0,33114.0,8,110.0,140.0,none,none,none,none,none,none,none,none
5,912302,1,7,33224.0,33224.0,9,130.0,110.0,none,none,none,none,none,none,none,none
5,912302,1,7,33354.0,33354.0,10,60.0,130.0,none,none,none,none,none,none,none,none
5,912302,1,7,33414.0,33414.0,11,180.0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,33594.0,33594.0,12,240.0,180.0,none,none,none,none,none,none,none,none
5,912302,1,7,33834.0,33834.0,13,91.0,240.0,none,none,none,none,none,none,none,none
5,912302,1,7,33925.0,33925.0,14,0,91.0,none,none,none,none,none,none,none,none
5,912302,1,7,39296.0,39296.0,2,190.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,39486.0,39486.0,3,131.0,190.0,none,none,none,none,none,none,none,none
5,912302,1,7,39617.0,39617.0,4,220.0,131.0,none,none,none,none,none,none,none,none
5,912302,1,7,39837.0,39837.0,5,0,220.0,none,none,none,none,none,none,none,none
5,912302,1,7,40127.0,40127.0,7,200.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,40327.0,40327.0,8,90.0,200.0,none,none,none,none,none,none,none,none
5,912302,1,7,40417.0,40417.0,9,230.0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,40647.0,40647.0,10,50.0,230.0,none,none,none,none,none,none,none,none
5,912302,1,7,40697.0,40697.0,11,200.0,50.0,none,none,none,none,none,none,none,none
5,912302,1,7,40897.0,40897.0,12,190.0,200.0,none,none,none,none,none,none,none,none
5,912302,1,7,41087.0,41087.0,13,80.0,190.0,none,none,none,none,none,none,none,none
5,912302,1,7,41167.0,41167.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,45999.0,45999.0,2,380.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,46379.0,46379.0,3,100.0,380.0,none,none,none,none,none,none,none,none
5,912302,1,7,46479.0,46479.0,4,150.0,100.0,none,none,none,none,none,none,none,none
5,912302,1,7,46629.0,46629.0,5,0,150.0,none,none,none,none,none,none,none,none
5,912302,1,7,46789.0,46789.0,7,161.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,46950.0,46950.0,8,90.0,161.0,none,none,none,none,none,none,none,none
5,912302,1,7,47040.0,47040.0,9,181.0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,47221.0,47221.0,10,90.0,181.0,none,none,none,none,none,none,none,none
5,912302,1,7,47311.0,47311.0,11,160.0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,47471.0,47471.0,12,210.0,160.0,none,none,none,none,none,none,none,none
5,912302,1,7,47681.0,47681.0,13,80.0,210.0,none,none,none,none,none,none,none,none
5,912302,1,7,47761.0,47761.0,14,0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,51993.0,51993.0,2,211.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,52204.0,52204.0,3,70.0,211.0,none,none,none,none,none,none,none,none
5,912302,1,7,52274.0,52274.0,4,181.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,52455.0,52455.0,5,0,181.0,none,none,none,none,none,none,none,none
5,912302,1,7,52655.0,52655.0,7,180.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,52835.0,52835.0,8,140.0,180.0,none,none,none,none,none,none,none,none
5,912302,1,7,52975.0,52975.0,9,170.0,140.0,none,none,none,none,none,none,none,none
5,912302,1,7,53145.0,53145.0,10,50.0,170.0,none,none,none,none,none,none,none,none
5,912302,1,7,53195.0,53195.0,11,220.0,50.0,none,none,none,none,none,none,none,none
5,912302,1,7,53415.0,53415.0,12,220.0,220.0,none,none,none,none,none,none,none,none
5,912302,1,7,53635.0,53635.0,13,90.0,220.0,none,none,none,none,none,none,none,none
5,912302,1,7,53725.0,53725.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,57116.0,57116.0,2,170.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,57286.0,57286.0,3,150.0,170.0,none,none,none,none,none,none,none,none
5,912302,1,7,57436.0,57436.0,4,180.0,150.0,none,none,none,none,none,none,none,none
5,912302,1,7,57616.0,57616.0,5,0,180.0,none,none,none,none,none,none,none,none
5,912302,1,7,57837.0,57837.0,7,141.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,57978.0,57978.0,8,130.0,141.0,none,none,none,none,none,none,none,none
5,912302,1,7,58108.0,58108.0,9,161.0,130.0,none,none,none,none,none,none,none,none
5,912302,1,7,58269.0,58269.0,10,70.0,161.0,none,none,none,none,none,none,none,none
5,912302,1,7,58339.0,58339.0,11,210.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,58549.0,58549.0,12,170.0,210.0,none,none,none,none,none,none,none,none
5,912302,1,7,58719.0,58719.0,13,70.0,170.0,none,none,none,none,none,none,none,none
5,912302,1,7,58789.0,58789.0,14,0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,62306.0,62306.0,2,160.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,62466.0,62466.0,3,200.0,160.0,none,none,none,none,none,none,none,none
5,912302,1,7,62666.0,62666.0,4,150.0,200.0,none,none,none,none,none,none,none,none
5,912302,1,7,62816.0,62816.0,5,0,150.0,none,none,none,none,none,none,none,none
5,912302,1,7,63056.0,63056.0,7,130.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,63186.0,63186.0,8,70.0,130.0,none,none,none,none,none,none,none,none
5,912302,1,7,63256.0,63256.0,9,190.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,63446.0,63446.0,10,60.0,190.0,none,none,none,none,none,none,none,none
5,912302,1,7,63506.0,63506.0,11,190.0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,63696.0,63696.0,12,190.0,190.0,none,none,none,none,none,none,none,none
5,912302,1,7,63886.0,63886.0,13,90.0,190.0,none,none,none,none,none,none,none,none
5,912302,1,7,63976.0,63976.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,67767.0,67767.0,2,161.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,67928.0,67928.0,3,240.0,161.0,none,none,none,none,none,none,none,none
5,912302,1,7,68168.0,68168.0,4,190.0,240.0,none,none,none,none,none,none,none,none
5,912302,1,7,68358.0,68358.0,5,0,190.0,none,none,none,none,none,none,none,none
5,912302,1,7,68689.0,68689.0,7,131.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,68820.0,68820.0,8,79.0,131.0,none,none,none,none,none,none,none,none
5,912302,1,7,68899.0,68899.0,9,210.0,79.0,none,none,none,none,none,none,none,none
5,912302,1,7,69109.0,69109.0,10,50.0,210.0,none,none,none,none,none,none,none,none
5,912302,1,7,69159.0,69159.0,11,190.0,50.0,none,none,none,none,none,none,none,none
5,912302,1,7,69349.0,69349.0,12,240.0,190.0,none,none,none,none,none,none,none,none
5,912302,1,7,69589.0,69589.0,13,90.0,240.0,none,none,none,none,none,none,none,none
5,912302,1,7,69679.0,69679.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,74722.0,74722.0,2,200.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,74922.0,74922.0,3,140.0,200.0,none,none,none,none,none,none,none,none
5,912302,1,7,75062.0,75062.0,4,160.0,140.0,none,none,none,none,none,none,none,none
5,912302,1,7,75222.0,75222.0,5,0,160.0,none,none,none,none,none,none,none,none
5,912302,1,7,75462.0,75462.0,7,130.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,75592.0,75592.0,8,90.0,130.0,none,none,none,none,none,none,none,none
5,912302,1,7,75682.0,75682.0,9,110.0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,75792.0,75792.0,10,50.0,110.0,none,none,none,none,none,none,none,none
5,912302,1,7,75842.0,75842.0,11,190.0,50.0,none,none,none,none,none,none,none,none
5,912302,1,7,76032.0,76032.0,12,240.0,190.0,none,none,none,none,none,none,none,none
5,912302,1,7,76272.0,76272.0,13,90.0,240.0,none,none,none,none,none,none,none,none
5,912302,1,7,76362.0,76362.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,81354.0,81354.0,2,160.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,81514.0,81514.0,3,80.0,160.0,none,none,none,none,none,none,none,none
5,912302,1,7,81594.0,81594.0,4,180.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,81774.0,81774.0,5,0,180.0,none,none,none,none,none,none,none,none
5,912302,1,7,81944.0,81944.0,7,80.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,82024.0,82024.0,8,80.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,82104.0,82104.0,9,150.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,82254.0,82254.0,10,50.0,150.0,none,none,none,none,none,none,none,none
5,912302,1,7,82304.0,82304.0,11,151.0,50.0,none,none,none,none,none,none,none,none
5,912302,1,7,82455.0,82455.0,12,220.0,151.0,none,none,none,none,none,none,none,none
5,912302,1,7,82675.0,82675.0,13,70.0,220.0,none,none,none,none,none,none,none,none
5,912302,1,7,82745.0,82745.0,14,0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,110788.0,24388.0,3,30.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,110818.0,24418.0,4,129.0,30.0,none,none,none,none,none,none,none,none
5,912302,2,1,110947.0,24547.0,5,0,129.0,none,none,none,none,none,none,none,none
5,912302,2,1,111077.0,24677.0,7,101.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,111178.0,24778.0,8,50.0,101.0,none,none,none,none,none,none,none,none
5,912302,2,1,111228.0,24828.0,9,161.0,50.0,none,none,none,none,none,none,none,none
5,912302,2,1,111389.0,24989.0,10,40.0,161.0,none,none,none,none,none,none,none,none
5,912302,2,1,111429.0,25029.0,11,160.0,40.0,none,none,none,none,none,none,none,none
5,912302,2,1,111589.0,25189.0,12,211.0,160.0,none,none,none,none,none,none,none,none
5,912302,2,1,111800.0,25400.0,13,70.0,211.0,none,none,none,none,none,none,none,none
5,912302,2,1,111870.0,25470.0,14,0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,115965.0,29565.0,2,110.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,116075.0,29675.0,3,61.0,110.0,none,none,none,none,none,none,none,none
5,912302,2,1,116136.0,29736.0,4,140.0,61.0,none,none,none,none,none,none,none,none
5,912302,2,1,116276.0,29876.0,5,0,140.0,none,none,none,none,none,none,none,none
5,912302,2,1,116446.0,30046.0,7,90.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,116536.0,30136.0,8,70.0,90.0,none,none,none,none,none,none,none,none
5,912302,2,1,116606.0,30206.0,9,180.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,116786.0,30386.0,10,60.0,180.0,none,none,none,none,none,none,none,none
5,912302,2,1,116846.0,30446.0,11,180.0,60.0,none,none,none,none,none,none,none,none
5,912302,2,1,117026.0,30626.0,12,180.0,180.0,none,none,none,none,none,none,none,none
5,912302,2,1,117206.0,30806.0,13,101.0,180.0,none,none,none,none,none,none,none,none
5,912302,2,1,117307.0,30907.0,14,0,101.0,none,none,none,none,none,none,none,none
5,912302,2,1,122781.0,36381.0,2,190.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,122971.0,36571.0,3,310.0,190.0,none,none,none,none,none,none,none,none
5,912302,2,1,123281.0,36881.0,4,160.0,310.0,none,none,none,none,none,none,none,none
5,912302,2,1,123441.0,37041.0,5,0,160.0,none,none,none,none,none,none,none,none
5,912302,2,1,123641.0,37241.0,7,120.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,123761.0,37361.0,8,70.0,120.0,none,none,none,none,none,none,none,none
5,912302,2,1,123831.0,37431.0,9,190.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,124021.0,37621.0,10,60.0,190.0,none,none,none,none,none,none,none,none
5,912302,2,1,124081.0,37681.0,11,180.0,60.0,none,none,none,none,none,none,none,none
5,912302,2,1,124261.0,37861.0,12,200.0,180.0,none,none,none,none,none,none,none,none
5,912302,2,1,124461.0,38061.0,13,90.0,200.0,none,none,none,none,none,none,none,none
5,912302,2,1,124551.0,38151.0,14,0,90.0,none,none,none,none,none,none,none,none
5,912302,2,1,129815.0,43415.0,2,970.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,130785.0,44385.0,3,611.0,970.0,none,none,none,none,none,none,none,none
5,912302,2,1,131396.0,44996.0,4,250.0,611.0,none,none,none,none,none,none,none,none
5,912302,2,1,131646.0,45246.0,5,0,250.0,none,none,none,none,none,none,none,none
5,912302,2,1,131936.0,45536.0,7,151.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,132087.0,45687.0,8,70.0,151.0,none,none,none,none,none,none,none,none
