line_no,terminal_no,day,day_of_the_week,second_month,second_day,next_station_no,time_used_to_next_station,reserved_field_1 ,reserved_field_2 ,reserved_field_3 ,reserved_field_4 ,reserved_field_5 ,reserved_field_6 ,reserved_field_7 ,reserved_field_8 ,reserved_field_9 
5,912300,31,2,2646628.0,54628.0,7,90.0,100.0,none,none,none,none,none,none,none,none
5,912300,31,2,2646718.0,54718.0,8,120.0,90.0,none,none,none,none,none,none,none,none
5,912300,31,2,2646838.0,54838.0,9,90.0,120.0,none,none,none,none,none,none,none,none
5,912300,31,2,2646928.0,54928.0,10,310.0,90.0,none,none,none,none,none,none,none,none
5,912300,31,2,2647238.0,55238.0,11,0,310.0,none,none,none,none,none,none,none,none
5,912300,31,2,2656517.0,64517.0,2,170.0,0,none,none,none,none,none,none,none,none
5,912300,31,2,2656687.0,64687.0,3,70.0,170.0,none,none,none,none,none,none,none,none
5,912300,31,2,2656757.0,64757.0,4,0,70.0,none,none,none,none,none,none,none,none
5,912300,31,2,2662857.0,70857.0,2,70.0,0,none,none,none,none,none,none,none,none
5,912300,31,2,2662927.0,70927.0,3,60.0,70.0,none,none,none,none,none,none,none,none
5,912300,31,2,2662987.0,70987.0,4,310.0,60.0,none,none,none,none,none,none,none,none
5,912300,31,2,2663297.0,71297.0,5,200.0,310.0,none,none,none,none,none,none,none,none
5,912300,31,2,2663497.0,71497.0,6,70.0,200.0,none,none,none,none,none,none,none,none
5,912300,31,2,2663567.0,71567.0,7,80.0,70.0,none,none,none,none,none,none,none,none
5,912300,31,2,2663647.0,71647.0,8,191.0,80.0,none,none,none,none,none,none,none,none
5,912300,31,2,2663838.0,71838.0,9,80.0,191.0,none,none,none,none,none,none,none,none
5,912300,31,2,2663918.0,71918.0,10,0,80.0,none,none,none,none,none,none,none,none
5,912301,20,5,1668049.0,26449.0,3,71.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1668120.0,26520.0,4,349.0,71.0,none,none,none,none,none,none,none,none
5,912301,20,5,1668469.0,26869.0,5,230.0,349.0,none,none,none,none,none,none,none,none
5,912301,20,5,1668699.0,27099.0,6,100.0,230.0,none,none,none,none,none,none,none,none
5,912301,20,5,1668799.0,27199.0,7,80.0,100.0,none,none,none,none,none,none,none,none
5,912301,20,5,1668879.0,27279.0,8,190.0,80.0,none,none,none,none,none,none,none,none
5,912301,20,5,1669069.0,27469.0,9,80.0,190.0,none,none,none,none,none,none,none,none
5,912301,20,5,1669149.0,27549.0,10,290.0,80.0,none,none,none,none,none,none,none,none
5,912301,20,5,1669439.0,27839.0,11,0,290.0,none,none,none,none,none,none,none,none
5,912301,20,5,1673775.0,32175.0,2,151.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1673926.0,32326.0,3,69.0,151.0,none,none,none,none,none,none,none,none
5,912301,20,5,1673995.0,32395.0,4,360.0,69.0,none,none,none,none,none,none,none,none
5,912301,20,5,1674355.0,32755.0,5,250.0,360.0,none,none,none,none,none,none,none,none
5,912301,20,5,1674605.0,33005.0,6,120.0,250.0,none,none,none,none,none,none,none,none
5,912301,20,5,1674725.0,33125.0,7,70.0,120.0,none,none,none,none,none,none,none,none
5,912301,20,5,1674795.0,33195.0,8,160.0,70.0,none,none,none,none,none,none,none,none
5,912301,20,5,1674955.0,33355.0,9,120.0,160.0,none,none,none,none,none,none,none,none
5,912301,20,5,1675075.0,33475.0,10,241.0,120.0,none,none,none,none,none,none,none,none
5,912301,20,5,1675316.0,33716.0,11,0,241.0,none,none,none,none,none,none,none,none
5,912301,20,5,1678830.0,37230.0,2,100.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1678930.0,37330.0,3,71.0,100.0,none,none,none,none,none,none,none,none
5,912301,20,5,1679001.0,37401.0,4,310.0,71.0,none,none,none,none,none,none,none,none
5,912301,20,5,1679311.0,37711.0,5,210.0,310.0,none,none,none,none,none,none,none,none
5,912301,20,5,1679521.0,37921.0,6,120.0,210.0,none,none,none,none,none,none,none,none
5,912301,20,5,1679641.0,38041.0,7,50.0,120.0,none,none,none,none,none,none,none,none
5,912301,20,5,1679691.0,38091.0,8,240.0,50.0,none,none,none,none,none,none,none,none
5,912301,20,5,1679931.0,38331.0,9,80.0,240.0,none,none,none,none,none,none,none,none
5,912301,20,5,1680011.0,38411.0,10,240.0,80.0,none,none,none,none,none,none,none,none
5,912301,20,5,1680251.0,38651.0,11,0,240.0,none,none,none,none,none,none,none,none
5,912301,20,5,1685484.0,43884.0,2,130.0,0,none,none,none,none,none,none,none,none
5,912301,20,5,1685614.0,44014.0,3,70.0,130.0,none,none,none,none,none,none,none,none
5,912301,20,5,1685684.0,44084.0,4,300.0,70.0,none,none,none,none,none,none,none,none
5,912301,20,5,1685984.0,44384.0,5,200.0,300.0,none,none,none,none,none,none,none,none
5,912301,20,5,1686184.0,44584.0,6,80.0,200.0,none,none,none,none,none,none,none,none
5,912301,20,5,1686264.0,44664.0,7,70.0,80.0,none,none,none,none,none,none,none,none
5,912301,20,5,1686334.0,44734.0,8,150.0,70.0,none,none,none,none,none,none,none,none
5,912301,20,5,1686484.0,44884.0,9,80.0,150.0,none,none,none,none,none,none,none,none
5,912301,20,5,1686564.0,44964.0,10,230.0,80.0,none,none,none,none,none,none,none,none
5,912301,20,5,1686794.0,45194.0,11,0,230.0,none,none,none,none,none,none,none,none
5,912302,1,7,25130.0,25130.0,3,80.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,25210.0,25210.0,4,320.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,25530.0,25530.0,5,171.0,320.0,none,none,none,none,none,none,none,none
5,912302,1,7,25701.0,25701.0,6,120.0,171.0,none,none,none,none,none,none,none,none
5,912302,1,7,25821.0,25821.0,7,70.0,120.0,none,none,none,none,none,none,none,none
5,912302,1,7,25891.0,25891.0,8,111.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,26002.0,26002.0,9,71.0,111.0,none,none,none,none,none,none,none,none
5,912302,1,7,26073.0,26073.0,10,181.0,71.0,none,none,none,none,none,none,none,none
5,912302,1,7,26254.0,26254.0,11,0,181.0,none,none,none,none,none,none,none,none
5,912302,1,7,30661.0,30661.0,2,110.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,30771.0,30771.0,3,70.0,110.0,none,none,none,none,none,none,none,none
5,912302,1,7,30841.0,30841.0,4,282.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,31123.0,31123.0,5,231.0,282.0,none,none,none,none,none,none,none,none
5,912302,1,7,31354.0,31354.0,6,100.0,231.0,none,none,none,none,none,none,none,none
5,912302,1,7,31454.0,31454.0,7,90.0,100.0,none,none,none,none,none,none,none,none
5,912302,1,7,31544.0,31544.0,8,200.0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,31744.0,31744.0,9,81.0,200.0,none,none,none,none,none,none,none,none
5,912302,1,7,31825.0,31825.0,10,219.0,81.0,none,none,none,none,none,none,none,none
5,912302,1,7,32044.0,32044.0,11,0,219.0,none,none,none,none,none,none,none,none
5,912302,1,7,37121.0,37121.0,2,212.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,37333.0,37333.0,3,60.0,212.0,none,none,none,none,none,none,none,none
5,912302,1,7,37393.0,37393.0,4,360.0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,37753.0,37753.0,5,221.0,360.0,none,none,none,none,none,none,none,none
5,912302,1,7,37974.0,37974.0,6,120.0,221.0,none,none,none,none,none,none,none,none
5,912302,1,7,38094.0,38094.0,7,110.0,120.0,none,none,none,none,none,none,none,none
5,912302,1,7,38204.0,38204.0,8,211.0,110.0,none,none,none,none,none,none,none,none
5,912302,1,7,38415.0,38415.0,9,80.0,211.0,none,none,none,none,none,none,none,none
5,912302,1,7,38495.0,38495.0,10,331.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,38826.0,38826.0,11,0,331.0,none,none,none,none,none,none,none,none
5,912302,1,7,43877.0,43877.0,2,150.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,44027.0,44027.0,3,80.0,150.0,none,none,none,none,none,none,none,none
5,912302,1,7,44107.0,44107.0,4,281.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,44388.0,44388.0,5,210.0,281.0,none,none,none,none,none,none,none,none
5,912302,1,7,44598.0,44598.0,6,110.0,210.0,none,none,none,none,none,none,none,none
5,912302,1,7,44708.0,44708.0,7,71.0,110.0,none,none,none,none,none,none,none,none
5,912302,1,7,44779.0,44779.0,8,229.0,71.0,none,none,none,none,none,none,none,none
5,912302,1,7,45008.0,45008.0,9,90.0,229.0,none,none,none,none,none,none,none,none
5,912302,1,7,45098.0,45098.0,10,431.0,90.0,none,none,none,none,none,none,none,none
5,912302,1,7,45529.0,45529.0,11,0,431.0,none,none,none,none,none,none,none,none
5,912302,1,7,50132.0,50132.0,2,140.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,50272.0,50272.0,3,60.0,140.0,none,none,none,none,none,none,none,none
5,912302,1,7,50332.0,50332.0,4,350.0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,50682.0,50682.0,5,230.0,350.0,none,none,none,none,none,none,none,none
5,912302,1,7,50912.0,50912.0,6,80.0,230.0,none,none,none,none,none,none,none,none
5,912302,1,7,50992.0,50992.0,7,81.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,51073.0,51073.0,8,129.0,81.0,none,none,none,none,none,none,none,none
5,912302,1,7,51202.0,51202.0,9,100.0,129.0,none,none,none,none,none,none,none,none
5,912302,1,7,51302.0,51302.0,10,311.0,100.0,none,none,none,none,none,none,none,none
5,912302,1,7,51613.0,51613.0,11,0,311.0,none,none,none,none,none,none,none,none
5,912302,1,7,55005.0,55005.0,2,70.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,55075.0,55075.0,3,70.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,55145.0,55145.0,4,320.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,55465.0,55465.0,5,230.0,320.0,none,none,none,none,none,none,none,none
5,912302,1,7,55695.0,55695.0,6,80.0,230.0,none,none,none,none,none,none,none,none
5,912302,1,7,55775.0,55775.0,7,80.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,55855.0,55855.0,8,290.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,56145.0,56145.0,9,70.0,290.0,none,none,none,none,none,none,none,none
5,912302,1,7,56215.0,56215.0,10,390.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,56605.0,56605.0,11,0,390.0,none,none,none,none,none,none,none,none
5,912302,1,7,60361.0,60361.0,2,140.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,60501.0,60501.0,3,71.0,140.0,none,none,none,none,none,none,none,none
5,912302,1,7,60572.0,60572.0,4,260.0,71.0,none,none,none,none,none,none,none,none
5,912302,1,7,60832.0,60832.0,5,240.0,260.0,none,none,none,none,none,none,none,none
5,912302,1,7,61072.0,61072.0,6,112.0,240.0,none,none,none,none,none,none,none,none
5,912302,1,7,61184.0,61184.0,7,80.0,112.0,none,none,none,none,none,none,none,none
5,912302,1,7,61264.0,61264.0,8,210.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,61474.0,61474.0,9,70.0,210.0,none,none,none,none,none,none,none,none
5,912302,1,7,61544.0,61544.0,10,390.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,61934.0,61934.0,11,0,390.0,none,none,none,none,none,none,none,none
5,912302,1,7,65756.0,65756.0,2,180.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,65936.0,65936.0,3,60.0,180.0,none,none,none,none,none,none,none,none
5,912302,1,7,65996.0,65996.0,4,260.0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,66256.0,66256.0,5,230.0,260.0,none,none,none,none,none,none,none,none
5,912302,1,7,66486.0,66486.0,6,100.0,230.0,none,none,none,none,none,none,none,none
5,912302,1,7,66586.0,66586.0,7,80.0,100.0,none,none,none,none,none,none,none,none
5,912302,1,7,66666.0,66666.0,8,150.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,66816.0,66816.0,9,110.0,150.0,none,none,none,none,none,none,none,none
5,912302,1,7,66926.0,66926.0,10,350.0,110.0,none,none,none,none,none,none,none,none
5,912302,1,7,67276.0,67276.0,11,0,350.0,none,none,none,none,none,none,none,none
5,912302,1,7,72711.0,72711.0,2,110.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,72821.0,72821.0,3,81.0,110.0,none,none,none,none,none,none,none,none
5,912302,1,7,72902.0,72902.0,4,379.0,81.0,none,none,none,none,none,none,none,none
5,912302,1,7,73281.0,73281.0,5,241.0,379.0,none,none,none,none,none,none,none,none
5,912302,1,7,73522.0,73522.0,6,99.0,241.0,none,none,none,none,none,none,none,none
5,912302,1,7,73621.0,73621.0,7,50.0,99.0,none,none,none,none,none,none,none,none
5,912302,1,7,73671.0,73671.0,8,150.0,50.0,none,none,none,none,none,none,none,none
5,912302,1,7,73821.0,73821.0,9,80.0,150.0,none,none,none,none,none,none,none,none
5,912302,1,7,73901.0,73901.0,10,371.0,80.0,none,none,none,none,none,none,none,none
5,912302,1,7,74272.0,74272.0,11,0,371.0,none,none,none,none,none,none,none,none
5,912302,1,7,79813.0,79813.0,2,70.0,0,none,none,none,none,none,none,none,none
5,912302,1,7,79883.0,79883.0,3,60.0,70.0,none,none,none,none,none,none,none,none
5,912302,1,7,79943.0,79943.0,4,300.0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,80243.0,80243.0,5,190.0,300.0,none,none,none,none,none,none,none,none
5,912302,1,7,80433.0,80433.0,6,100.0,190.0,none,none,none,none,none,none,none,none
5,912302,1,7,80533.0,80533.0,7,50.0,100.0,none,none,none,none,none,none,none,none
5,912302,1,7,80583.0,80583.0,8,81.0,50.0,none,none,none,none,none,none,none,none
5,912302,1,7,80664.0,80664.0,9,60.0,81.0,none,none,none,none,none,none,none,none
5,912302,1,7,80724.0,80724.0,10,290.0,60.0,none,none,none,none,none,none,none,none
5,912302,1,7,81014.0,81014.0,11,0,290.0,none,none,none,none,none,none,none,none
5,912302,2,1,109123.0,22723.0,3,71.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,109194.0,22794.0,4,290.0,71.0,none,none,none,none,none,none,none,none
5,912302,2,1,109484.0,23084.0,5,160.0,290.0,none,none,none,none,none,none,none,none
5,912302,2,1,109644.0,23244.0,6,80.0,160.0,none,none,none,none,none,none,none,none
5,912302,2,1,109724.0,23324.0,7,50.0,80.0,none,none,none,none,none,none,none,none
5,912302,2,1,109774.0,23374.0,8,91.0,50.0,none,none,none,none,none,none,none,none
5,912302,2,1,109865.0,23465.0,9,70.0,91.0,none,none,none,none,none,none,none,none
5,912302,2,1,109935.0,23535.0,10,201.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,110136.0,23736.0,11,0,201.0,none,none,none,none,none,none,none,none
5,912302,2,1,114232.0,27832.0,2,70.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,114302.0,27902.0,3,60.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,114362.0,27962.0,4,402.0,60.0,none,none,none,none,none,none,none,none
5,912302,2,1,114764.0,28364.0,5,160.0,402.0,none,none,none,none,none,none,none,none
5,912302,2,1,114924.0,28524.0,6,91.0,160.0,none,none,none,none,none,none,none,none
5,912302,2,1,115015.0,28615.0,7,40.0,91.0,none,none,none,none,none,none,none,none
5,912302,2,1,115055.0,28655.0,8,80.0,40.0,none,none,none,none,none,none,none,none
5,912302,2,1,115135.0,28735.0,9,90.0,80.0,none,none,none,none,none,none,none,none
5,912302,2,1,115225.0,28825.0,10,240.0,90.0,none,none,none,none,none,none,none,none
5,912302,2,1,115465.0,29065.0,11,0,240.0,none,none,none,none,none,none,none,none
5,912302,2,1,120609.0,34209.0,2,210.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,120819.0,34419.0,3,70.0,210.0,none,none,none,none,none,none,none,none
5,912302,2,1,120889.0,34489.0,4,400.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,121289.0,34889.0,5,240.0,400.0,none,none,none,none,none,none,none,none
5,912302,2,1,121529.0,35129.0,6,100.0,240.0,none,none,none,none,none,none,none,none
5,912302,2,1,121629.0,35229.0,7,70.0,100.0,none,none,none,none,none,none,none,none
5,912302,2,1,121699.0,35299.0,8,210.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,121909.0,35509.0,9,80.0,210.0,none,none,none,none,none,none,none,none
5,912302,2,1,121989.0,35589.0,10,271.0,80.0,none,none,none,none,none,none,none,none
5,912302,2,1,122260.0,35860.0,11,0,271.0,none,none,none,none,none,none,none,none
5,912302,2,1,127442.0,41042.0,2,250.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,127692.0,41292.0,3,90.0,250.0,none,none,none,none,none,none,none,none
5,912302,2,1,127782.0,41382.0,4,290.0,90.0,none,none,none,none,none,none,none,none
5,912302,2,1,128072.0,41672.0,5,250.0,290.0,none,none,none,none,none,none,none,none
5,912302,2,1,128322.0,41922.0,6,80.0,250.0,none,none,none,none,none,none,none,none
5,912302,2,1,128402.0,42002.0,7,80.0,80.0,none,none,none,none,none,none,none,none
5,912302,2,1,128482.0,42082.0,8,320.0,80.0,none,none,none,none,none,none,none,none
5,912302,2,1,128802.0,42402.0,9,100.0,320.0,none,none,none,none,none,none,none,none
5,912302,2,1,128902.0,42502.0,10,511.0,100.0,none,none,none,none,none,none,none,none
5,912302,2,1,129413.0,43013.0,11,0,511.0,none,none,none,none,none,none,none,none
5,912302,2,1,133168.0,46768.0,2,5741.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,138909.0,52509.0,3,71.0,5741.0,none,none,none,none,none,none,none,none
5,912302,2,1,138980.0,52580.0,4,359.0,71.0,none,none,none,none,none,none,none,none
5,912302,2,1,139339.0,52939.0,5,232.0,359.0,none,none,none,none,none,none,none,none
5,912302,2,1,139571.0,53171.0,6,70.0,232.0,none,none,none,none,none,none,none,none
5,912302,2,1,139641.0,53241.0,7,100.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,139741.0,53341.0,8,281.0,100.0,none,none,none,none,none,none,none,none
5,912302,2,1,140022.0,53622.0,9,100.0,281.0,none,none,none,none,none,none,none,none
5,912302,2,1,140122.0,53722.0,10,329.0,100.0,none,none,none,none,none,none,none,none
5,912302,2,1,140451.0,54051.0,11,0,329.0,none,none,none,none,none,none,none,none
5,912302,2,1,144893.0,58493.0,2,110.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,145003.0,58603.0,3,70.0,110.0,none,none,none,none,none,none,none,none
5,912302,2,1,145073.0,58673.0,4,280.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,145353.0,58953.0,5,221.0,280.0,none,none,none,none,none,none,none,none
5,912302,2,1,145574.0,59174.0,6,100.0,221.0,none,none,none,none,none,none,none,none
5,912302,2,1,145674.0,59274.0,7,80.0,100.0,none,none,none,none,none,none,none,none
5,912302,2,1,145754.0,59354.0,8,200.0,80.0,none,none,none,none,none,none,none,none
5,912302,2,1,145954.0,59554.0,9,90.0,200.0,none,none,none,none,none,none,none,none
5,912302,2,1,146044.0,59644.0,10,1060.0,90.0,none,none,none,none,none,none,none,none
5,912302,2,1,147104.0,60704.0,11,0,1060.0,none,none,none,none,none,none,none,none
5,912302,2,1,154198.0,67798.0,2,80.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,154278.0,67878.0,3,80.0,80.0,none,none,none,none,none,none,none,none
5,912302,2,1,154358.0,67958.0,4,320.0,80.0,none,none,none,none,none,none,none,none
5,912302,2,1,154678.0,68278.0,5,220.0,320.0,none,none,none,none,none,none,none,none
5,912302,2,1,154898.0,68498.0,6,80.0,220.0,none,none,none,none,none,none,none,none
5,912302,2,1,154978.0,68578.0,7,70.0,80.0,none,none,none,none,none,none,none,none
5,912302,2,1,155048.0,68648.0,8,240.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,155288.0,68888.0,9,100.0,240.0,none,none,none,none,none,none,none,none
5,912302,2,1,155388.0,68988.0,10,480.0,100.0,none,none,none,none,none,none,none,none
5,912302,2,1,155868.0,69468.0,11,0,480.0,none,none,none,none,none,none,none,none
5,912302,2,1,163181.0,76781.0,2,70.0,0,none,none,none,none,none,none,none,none
5,912302,2,1,163251.0,76851.0,3,61.0,70.0,none,none,none,none,none,none,none,none
5,912302,2,1,163312.0,76912.0,4,320.0,61.0,none,none,none,none,none,none,none,none
5,912302,2,1,163632.0,77232.0,5,110.0,320.0,none,none,none,none,none,none,none,none
5,912302,2,1,163742.0,77342.0,6,100.0,110.0,none,none,none,none,none,none,none,none
5,912302,2,1,163842.0,77442.0,7,60.0,100.0,none,none,none,none,none,none,none,none
5,912302,2,1,163902.0,77502.0,8,70.0,60.0,none,none,none,none,none,none,none,none
